"","Illumina.Probe.ID","Ensembl.Gene.ID","GeneSymbol_Human","Gene.Description","Chromosome","Gene.Start..bp.","Gene.End..bp.","Module"
"2060","ILMN_1656368","ENSG00000159423","ALDH4A1","aldehyde dehydrogenase 4 family, member A1 ","1"," 19,197,926 "," 19,229,275 ","M19"
"2061","ILMN_2372403","ENSG00000112294","ALDH5A1","aldehyde dehydrogenase 5 family, member A1 ","6"," 24,495,080 "," 24,537,435 ","M19"
"2062","ILMN_2096985","ENSG00000119711","ALDH6A1","aldehyde dehydrogenase 6 family, member A1 ","14"," 74,523,553 "," 74,551,196 ","M19"
"2063","ILMN_2294762","ENSG00000237763","AMY1A","amylase, alpha 1A (salivary) ","1"," 104,197,912 "," 104,207,173 ","M19"
"2064","ILMN_1663313","ENSG00000174876","AMY1B","amylase, alpha 1B (salivary) ","1"," 104,230,037 "," 104,239,302 ","M19"
"2065","ILMN_1726104","ENSG00000110200","ANAPC15","anaphase promoting complex subunit 15 ","11"," 71,817,424 "," 71,823,826 ","M19"
"2066","ILMN_2228215","ENSG00000151572","ANO4","anoctamin 4 ","12"," 101,111,304 "," 101,522,419 ","M19"
"2067","ILMN_2204297","ENSG00000053770","AP5M1","adaptor-related protein complex 5, mu 1 subunit ","14"," 57,735,627 "," 57,756,797 ","M19"
"2068","ILMN_2398388","ENSG00000117362","APH1A","APH1A gamma secretase subunit ","1"," 150,237,804 "," 150,241,980 ","M19"
"2069","ILMN_1763730","ENSG00000157500","APPL1","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1 ","3"," 57,261,765 "," 57,307,496 ","M19"
"2070","ILMN_2221408","ENSG00000066777","ARFGEF1","ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited) ","8"," 68,085,747 "," 68,255,912 ","M19"
"2071","ILMN_1811592","ENSG00000107863","ARHGAP21","Rho GTPase activating protein 21 ","10"," 24,872,538 "," 25,012,597 ","M19"
"2072","ILMN_2113362","ENSG00000170540","ARL6IP1","ADP-ribosylation factor-like 6 interacting protein 1 ","16"," 18,802,991 "," 18,813,000 ","M19"
"2073","ILMN_1769810","ENSG00000144746","ARL6IP5","ADP-ribosylation-like factor 6 interacting protein 5 ","3"," 69,134,095 "," 69,155,217 ","M19"
"2074","ILMN_2180677","ENSG00000126947","ARMCX1","armadillo repeat containing, X-linked 1 ","X"," 100,805,514 "," 100,809,683 ","M19"
"2075","ILMN_1768394","ENSG00000162704","ARPC5","actin related protein 2/3 complex, subunit 5, 16kDa ","1"," 183,592,401 "," 183,604,892 ","M19"
"2076","ILMN_2059505","ENSG00000128989","ARPP19","cAMP-regulated phosphoprotein, 19kDa ","15"," 52,839,242 "," 52,862,080 ","M19"
"2077","ILMN_1654385","ENSG00000196372","ASB13","ankyrin repeat and SOCS box containing 13 ","10"," 5,680,830 "," 5,708,558 ","M19"
"2078","ILMN_1769694","ENSG00000110881","ASIC1","acid-sensing (proton-gated) ion channel 1 ","12"," 50,451,331 "," 50,477,394 ","M19"
"2079","ILMN_2395451","ENSG00000130707","ASS1","argininosuccinate synthase 1 ","9"," 133,320,316 "," 133,376,661 ","M19"
"2080","ILMN_2169983","ENSG00000138138","ATAD1","ATPase family, AAA domain containing 1 ","10"," 89,511,269 "," 89,601,100 ","M19"
"2081","ILMN_2358457","ENSG00000128272","ATF4","activating transcription factor 4 ","22"," 39,915,700 "," 39,918,691 ","M19"
"2082","ILMN_2223720","ENSG00000166454","ATMIN","ATM interactor ","16"," 81,069,452 "," 81,080,963 ","M19"
"2083","ILMN_2124155","ENSG00000058063","ATP11B","ATPase, class VI, type 11B ","3"," 182,511,288 "," 182,639,423 ","M19"
"2084","ILMN_1759628","ENSG00000069849","ATP1B3","ATPase, Na+/K+ transporting, beta 3 polypeptide ","3"," 141,594,966 "," 141,645,356 ","M19"
"2085","ILMN_1783304","ENSG00000069849","ATP1B3","ATPase, Na+/K+ transporting, beta 3 polypeptide ","3"," 141,594,966 "," 141,645,356 ","M19"
"2086","ILMN_1758784","ENSG00000017260","ATP2C1","ATPase, Ca++ transporting, type 2C, member 1 ","3"," 130,569,439 "," 130,735,556 ","M19"
"2087","ILMN_2153332","ENSG00000124788","ATXN1","ataxin 1 ","6"," 16,299,343 "," 16,761,722 ","M19"
"2088","ILMN_2169676","ENSG00000130638","ATXN10","ataxin 10 ","22"," 46,067,678 "," 46,241,187 ","M19"
"2089","ILMN_1733680","ENSG00000163512","AZI2","5-azacytidine induced 2 ","3"," 28,356,494 "," 28,390,618 ","M19"
"2090","ILMN_2321064","ENSG00000087088","BAX","BCL2-associated X protein ","19"," 49,458,072 "," 49,465,055 ","M19"
"2091","ILMN_1691436","ENSG00000106605","BLVRA","biliverdin reductase A ","7"," 43,798,279 "," 43,846,939 ","M19"
"2092","ILMN_2045419","ENSG00000104765","BNIP3L","BCL2/adenovirus E1B 19kDa interacting protein 3-like ","8"," 26,240,414 "," 26,363,152 ","M19"
"2093","ILMN_1716730","ENSG00000145919","BOD1","biorientation of chromosomes in cell division 1 ","5"," 173,034,517 "," 173,043,663 ","M19"
"2094","ILMN_2298511","ENSG00000169627","BOLA2B","bolA homolog 2B (E. coli) ","16"," 30,204,255 "," 30,205,627 ","M19"
"2095","ILMN_2155172","ENSG00000113460","BRIX1","BRX1, biogenesis of ribosomes, homolog (S. cerevisiae) ","5"," 34,915,481 "," 34,926,101 ","M19"
"2096","ILMN_2386100","ENSG00000154473","BUB3","BUB3 mitotic checkpoint protein ","10"," 124,913,793 "," 124,924,886 ","M19"
"2097","ILMN_1791656","ENSG00000107938","C10orf137","chromosome 10 open reading frame 137 ","10"," 127,408,084 "," 127,452,712 ","M19"
"2098","ILMN_1792110","ENSG00000120029","C10orf76","chromosome 10 open reading frame 76 ","10"," 103,605,356 "," 103,815,950 ","M19"
"2099","ILMN_1656463","ENSG00000149196","C11orf73","chromosome 11 open reading frame 73 ","11"," 86,013,253 "," 86,056,969 ","M19"
"2100","ILMN_1804611","ENSG00000151135","C12orf23","chromosome 12 open reading frame 23 ","12"," 107,349,497 "," 107,372,556 ","M19"
"2101","ILMN_1696708","ENSG00000087302","C14orf166","chromosome 14 open reading frame 166 ","14"," 52,456,193 "," 52,471,420 ","M19"
"2102","ILMN_2196588","ENSG00000177576","C18orf32","chromosome 18 open reading frame 32 ","18"," 47,008,028 "," 47,013,622 ","M19"
"2103","ILMN_1662578","ENSG00000106392","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 ","7"," 7,196,565 "," 7,288,251 ","M19"
"2104","ILMN_1749915","ENSG00000117616","C1orf63","chromosome 1 open reading frame 63 ","1"," 25,568,728 "," 25,664,704 ","M19"
"2105","ILMN_1726729","ENSG00000186132","C2orf76","chromosome 2 open reading frame 76 ","2"," 120,059,801 "," 120,124,404 ","M19"
"2106","ILMN_1761882","ENSG00000114405","C3orf14","chromosome 3 open reading frame 14 ","3"," 62,304,648 "," 62,321,888 ","M19"
"2107","ILMN_2135339","ENSG00000187068","C3orf70","chromosome 3 open reading frame 70 ","3"," 184,795,838 "," 184,870,802 ","M19"
"2108","ILMN_1778951","ENSG00000130349","C6orf203","chromosome 6 open reading frame 203 ","6"," 107,349,407 "," 107,372,546 ","M19"
"2109","ILMN_1653205","ENSG00000176731","C8orf59","chromosome 8 open reading frame 59 ","8"," 86,126,311 "," 86,132,650 ","M19"
"2110","ILMN_1738854","ENSG00000158966","CACHD1","cache domain containing 1 ","1"," 64,936,428 "," 65,158,741 ","M19"
"2111","ILMN_1705141","ENSG00000116161","CACYBP","calcyclin binding protein ","1"," 174,968,300 "," 174,980,851 ","M19"
"2112","ILMN_1803742","ENSG00000116489","CAPZA1","capping protein (actin filament) muscle Z-line, alpha 1 ","1"," 113,161,795 "," 113,214,241 ","M19"
"2113","ILMN_1696066","ENSG00000110619","CARS","cysteinyl-tRNA synthetase ","11"," 3,022,152 "," 3,078,843 ","M19"
"2114","ILMN_1672947","ENSG00000153113","CAST","calpastatin ","5"," 95,860,971 "," 96,115,299 ","M19"
"2115","ILMN_2073732","ENSG00000105879","CBLL1","Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase ","7"," 107,384,142 "," 107,400,131 ","M19"
"2116","ILMN_1792456","ENSG00000163001","CCDC104","coiled-coil domain containing 104 ","2"," 55,746,740 "," 55,773,015 ","M19"
"2117","ILMN_1811050","ENSG00000115355","CCDC88A","coiled-coil domain containing 88A ","2"," 55,514,978 "," 55,647,057 ","M19"
"2118","ILMN_1692948","ENSG00000137500","CCDC90B","coiled-coil domain containing 90B ","11"," 82,970,139 "," 82,997,450 ","M19"
"2119","ILMN_2232166","ENSG00000137500","CCDC90B","coiled-coil domain containing 90B ","11"," 82,970,139 "," 82,997,450 ","M19"
"2120","ILMN_1651828","ENSG00000163468","CCT3","chaperonin containing TCP1, subunit 3 (gamma) ","1"," 156,278,759 "," 156,337,664 ","M19"
"2121","ILMN_1703718","ENSG00000135624","CCT7","chaperonin containing TCP1, subunit 7 (eta) ","2"," 73,460,548 "," 73,480,149 ","M19"
"2122","ILMN_1660270","ENSG00000146574","CCZ1B","CCZ1 vacuolar protein trafficking and biogenesis associated homolog B (S. cerevisiae) ","7"," 6,833,765 "," 6,866,401 ","M19"
"2123","ILMN_1783852","ENSG00000135535","CD164","CD164 molecule, sialomucin ","6"," 109,687,717 "," 109,703,762 ","M19"
"2124","ILMN_1727389","ENSG00000130177","CDC16","cell division cycle 16 ","13"," 115,000,362 "," 115,038,198 ","M19"
"2125","ILMN_1738424","ENSG00000070831","CDC42","cell division cycle 42 ","1"," 22,379,120 "," 22,419,437 ","M19"
"2126","ILMN_2313926","ENSG00000158985","CDC42SE2","CDC42 small effector 2 ","5"," 130,581,186 "," 130,734,140 ","M19"
"2127","ILMN_1652907","ENSG00000096401","CDC5L","cell division cycle 5-like ","6"," 44,355,262 "," 44,418,163 ","M19"
"2128","ILMN_1672611","ENSG00000140937","CDH11","cadherin 11, type 2, OB-cadherin (osteoblast) ","16"," 64,977,656 "," 65,160,015 ","M19"
"2129","ILMN_2196347","ENSG00000111276","CDKN1B","cyclin-dependent kinase inhibitor 1B (p27, Kip1) ","12"," 12,867,992 "," 12,875,305 ","M19"
"2130","ILMN_2234187","ENSG00000129596","CDO1","cysteine dioxygenase type 1 ","5"," 115,140,430 "," 115,152,651 ","M19"
"2131","ILMN_1800837","ENSG00000153774","CFDP1","craniofacial development protein 1 ","16"," 75,327,596 "," 75,467,383 ","M19"
"2132","ILMN_1654583","ENSG00000153922","CHD1","chromodomain helicase DNA binding protein 1 ","5"," 98,190,908 "," 98,262,240 ","M19"
"2133","ILMN_1658411","ENSG00000111642","CHD4","chromodomain helicase DNA binding protein 4 ","12"," 6,679,249 "," 6,716,642 ","M19"
"2134","ILMN_2209163","ENSG00000124177","CHD6","chromodomain helicase DNA binding protein 6 ","20"," 40,030,741 "," 40,247,133 ","M19"
"2135","ILMN_1779401","ENSG00000187446","CHP1","calcineurin-like EF-hand protein 1 ","15"," 41,523,037 "," 41,574,043 ","M19"
"2136","ILMN_2202940","ENSG00000111666","CHPT1","choline phosphotransferase 1 ","12"," 102,090,725 "," 102,137,918 ","M19"
"2137","ILMN_1671516","ENSG00000138433","CIR1","corepressor interacting with RBPJ, 1 ","2"," 175,212,750 "," 175,260,443 ","M19"
"2138","ILMN_1663092","ENSG00000164442","CITED2","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 ","6"," 139,693,393 "," 139,695,757 ","M19"
"2139","ILMN_2181060","ENSG00000136108","CKAP2","cytoskeleton associated protein 2 ","13"," 53,029,564 "," 53,050,763 ","M19"
"2140","ILMN_2404085","ENSG00000130779","CLIP1","CAP-GLY domain containing linker protein 1 ","12"," 122,755,979 "," 122,907,179 ","M19"
"2141","ILMN_1756779","ENSG00000141367","CLTC","clathrin, heavy chain (Hc) ","17"," 57,697,219 "," 57,773,671 ","M19"
"2142","ILMN_1738642","ENSG00000162368","CMPK1","cytidine monophosphate (UMP-CMP) kinase 1, cytosolic ","1"," 47,799,469 "," 47,844,511 ","M19"
"2143","ILMN_2104877","ENSG00000162368","CMPK1","cytidine monophosphate (UMP-CMP) kinase 1, cytosolic ","1"," 47,799,469 "," 47,844,511 ","M19"
"2144","ILMN_2169839","ENSG00000169714","CNBP","CCHC-type zinc finger, nucleic acid binding protein ","3"," 128,888,327 "," 128,902,765 ","M19"
"2145","ILMN_1714759","ENSG00000143771","CNIH4","cornichon homolog 4 (Drosophila) ","1"," 224,544,552 "," 224,567,161 ","M19"
"2146","ILMN_1736068","ENSG00000155508","CNOT8","CCR4-NOT transcription complex, subunit 8 ","5"," 154,237,113 "," 154,256,353 ","M19"
"2147","ILMN_2174612","ENSG00000155508","CNOT8","CCR4-NOT transcription complex, subunit 8 ","5"," 154,237,113 "," 154,256,353 ","M19"
"2148","ILMN_2129715","ENSG00000136152","COG3","component of oligomeric golgi complex 3 ","13"," 46,039,060 "," 46,110,765 ","M19"
"2149","ILMN_1655827","ENSG00000166200","COPS2","COP9 signalosome subunit 2 ","15"," 49,398,268 "," 49,447,858 ","M19"
"2150","ILMN_1745954","ENSG00000110880","CORO1C","coronin, actin binding protein, 1C ","12"," 109,038,885 "," 109,125,372 ","M19"
"2151","ILMN_1804656","ENSG00000178449","COX14","cytochrome c oxidase assembly homolog 14 (S. cerevisiae) ","12"," 50,505,762 "," 50,514,240 ","M19"
"2152","ILMN_2184049","ENSG00000131174","COX7B","cytochrome c oxidase subunit VIIb ","X"," 77,154,935 "," 77,162,870 ","M19"
"2153","ILMN_1731374","ENSG00000109472","CPE","carboxypeptidase E ","4"," 166,282,346 "," 166,419,472 ","M19"
"2154","ILMN_1678579","ENSG00000157184","CPT2","carnitine palmitoyltransferase 2 ","1"," 53,662,101 "," 53,679,869 ","M19"
"2155","ILMN_2202637","ENSG00000008405","CRY1","cryptochrome 1 (photolyase-like) ","12"," 107,385,142 "," 107,487,607 ","M19"
"2156","ILMN_2364174","ENSG00000113712","CSNK1A1","casein kinase 1, alpha 1 ","5"," 148,871,760 "," 148,931,007 ","M19"
"2157","ILMN_1676792","ENSG00000262141","CTC-479C5.11","","16"," 67,889,858 "," 67,890,014 ","M19"
"2158","ILMN_1769633","ENSG00000256043","CTSO","cathepsin O ","4"," 156,845,270 "," 156,875,069 ","M19"
"2159","ILMN_2331163","ENSG00000139842","CUL4A","cullin 4A ","13"," 113,862,552 "," 113,919,399 ","M19"
"2160","ILMN_1688158","ENSG00000065615","CYB5R4","cytochrome b5 reductase 4 ","6"," 84,569,362 "," 84,673,238 ","M19"
"2161","ILMN_2355463","ENSG00000068793","CYFIP1","cytoplasmic FMR1 interacting protein 1 ","15"," 22,892,005 "," 23,006,016 ","M19"
"2162","ILMN_1664718","ENSG00000001630","CYP51A1","cytochrome P450, family 51, subfamily A, polypeptide 1 ","7"," 91,741,465 "," 91,772,266 ","M19"
"2163","ILMN_2046470","ENSG00000100592","DAAM1","dishevelled associated activator of morphogenesis 1 ","14"," 59,655,364 "," 59,838,123 ","M19"
"2164","ILMN_1755926","ENSG00000155368","DBI","diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) ","2"," 120,124,497 "," 120,130,126 ","M19"
"2165","ILMN_2374352","ENSG00000003249","DBNDD1","dysbindin (dystrobrevin binding protein 1) domain containing 1 ","16"," 90,071,273 "," 90,086,536 ","M19"
"2166","ILMN_2392080","ENSG00000143164","DCAF6","DDB1 and CUL4 associated factor 6 ","1"," 167,905,021 "," 168,045,081 ","M19"
"2167","ILMN_2204983","ENSG00000104671","DCTN6","dynactin 6 ","8"," 30,013,813 "," 30,041,156 ","M19"
"2168","ILMN_2366790","ENSG00000141141","DDX52","DEAD (Asp-Glu-Ala-Asp) box polypeptide 52 ","17"," 35,969,787 "," 36,003,493 ","M19"
"2169","ILMN_1720838","ENSG00000104325","DECR1","2,4-dienoyl CoA reductase 1, mitochondrial ","8"," 91,013,633 "," 91,064,320 ","M19"
"2170","ILMN_1738866","ENSG00000182108","DEXI","Dexi homolog (mouse) ","16"," 11,022,748 "," 11,036,317 ","M19"
"2171","ILMN_1754839","ENSG00000109606","DHX15","DEAH (Asp-Glu-Ala-His) box helicase 15 ","4"," 24,519,064 "," 24,586,173 ","M19"
"2172","ILMN_2349831","ENSG00000100697","DICER1","dicer 1, ribonuclease type III ","14"," 95,552,565 "," 95,624,347 ","M19"
"2173","ILMN_1664577","ENSG00000091140","DLD","dihydrolipoamide dehydrogenase ","7"," 107,531,415 "," 107,572,175 ","M19"
"2174","ILMN_1769757","ENSG00000165506","DNAAF2","dynein, axonemal, assembly factor 2 ","14"," 50,091,892 "," 50,101,948 ","M19"
"2175","ILMN_2222317","ENSG00000162616","DNAJB4","DnaJ (Hsp40) homolog, subfamily B, member 4 ","1"," 78,444,859 "," 78,483,648 ","M19"
"2176","ILMN_2151541","ENSG00000077232","DNAJC10","DnaJ (Hsp40) homolog, subfamily C, member 10 ","2"," 183,580,999 "," 183,644,334 ","M19"
"2177","ILMN_1685930","ENSG00000170946","DNAJC24","DnaJ (Hsp40) homolog, subfamily C, member 24 ","11"," 31,391,387 "," 31,453,396 ","M19"
"2178","ILMN_1652003","ENSG00000059769","DNAJC25","DnaJ (Hsp40) homolog, subfamily C , member 25 ","9"," 114,393,632 "," 114,432,508 ","M19"
"2179","ILMN_1691117","ENSG00000101457","DNTTIP1","deoxynucleotidyltransferase, terminal, interacting protein 1 ","20"," 44,420,576 "," 44,440,066 ","M19"
"2180","ILMN_1759983","ENSG00000117505","DR1","down-regulator of transcription 1, TBP-binding (negative cofactor 2) ","1"," 93,811,445 "," 93,828,149 ","M19"
"2181","ILMN_2380698","ENSG00000125868","DSTN","destrin (actin depolymerizing factor) ","20"," 17,550,508 "," 17,588,887 ","M19"
"2182","ILMN_1703564","ENSG00000125971","DYNLRB1","dynein, light chain, roadblock-type 1 ","20"," 33,104,214 "," 33,128,762 ","M19"
"2183","ILMN_1685012","ENSG00000144597","EAF1","ELL associated factor 1 ","3"," 15,468,862 "," 15,484,120 ","M19"
"2184","ILMN_1805922","ENSG00000123179","EBPL","emopamil binding protein-like ","13"," 50,234,859 "," 50,265,611 ","M19"
"2185","ILMN_1653115","ENSG00000104823","ECH1","enoyl CoA hydratase 1, peroxisomal ","19"," 39,306,062 "," 39,322,645 ","M19"
"2186","ILMN_2167011","ENSG00000093144","ECHDC1","enoyl CoA hydratase domain containing 1 ","6"," 127,609,855 "," 127,664,754 ","M19"
"2187","ILMN_1761131","ENSG00000198721","ECI2","enoyl-CoA delta isomerase 2 ","6"," 4,115,923 "," 4,135,831 ","M19"
"2188","ILMN_1717173","ENSG00000114346","ECT2","epithelial cell transforming sequence 2 oncogene ","3"," 172,468,472 "," 172,539,264 ","M19"
"2189","ILMN_2065299","ENSG00000116406","EDEM3","ER degradation enhancer, mannosidase alpha-like 3 ","1"," 184,659,365 "," 184,724,047 ","M19"
"2190","ILMN_2246894","ENSG00000107223","EDF1","endothelial differentiation-related factor 1 ","9"," 139,756,571 "," 139,760,738 ","M19"
"2191","ILMN_1755419","ENSG00000173674","EIF1AX","eukaryotic translation initiation factor 1A, X-linked ","X"," 20,142,636 "," 20,159,962 ","M19"
"2192","ILMN_1665717","ENSG00000130741","EIF2S3","eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa ","X"," 24,072,833 "," 24,096,088 ","M19"
"2193","ILMN_1708164","ENSG00000107581","EIF3A","eukaryotic translation initiation factor 3, subunit A ","10"," 120,794,356 "," 120,840,396 ","M19"
"2194","ILMN_1703005","ENSG00000175390","EIF3F","eukaryotic translation initiation factor 3, subunit F ","11"," 7,991,798 "," 8,023,409 ","M19"
"2195","ILMN_1826447","ENSG00000175390","EIF3F","eukaryotic translation initiation factor 3, subunit F ","11"," 7,991,798 "," 8,023,409 ","M19"
"2196","ILMN_2192694","ENSG00000149100","EIF3M","eukaryotic translation initiation factor 3, subunit M ","11"," 32,605,344 "," 32,627,808 ","M19"
"2197","ILMN_1712766","ENSG00000087502","ERGIC2","ERGIC and golgi 2 ","12"," 29,490,285 "," 29,534,122 ","M19"
"2198","ILMN_2134801","ENSG00000164089","ETNPPL","ethanolamine-phosphate phospho-lyase ","4"," 109,663,196 "," 109,684,210 ","M19"
"2199","ILMN_2122103","ENSG00000134954","ETS1","v-ets avian erythroblastosis virus E26 oncogene homolog 1 ","11"," 128,328,656 "," 128,457,437 ","M19"
"2200","ILMN_1742827","ENSG00000131558","EXOC4","exocyst complex component 4 ","7"," 132,937,829 "," 133,751,342 ","M19"
"2201","ILMN_2402168","ENSG00000171824","EXOSC10","exosome component 10 ","1"," 11,126,675 "," 11,159,938 ","M19"
"2202","ILMN_2312719","ENSG00000123737","EXOSC9","exosome component 9 ","4"," 122,722,472 "," 122,738,176 ","M19"
"2203","ILMN_2342033","ENSG00000158769","F11R","F11 receptor ","1"," 160,965,001 "," 160,991,138 ","M19"
"2204","ILMN_1696302","ENSG00000164687","FABP5","fatty acid binding protein 5 (psoriasis-associated) ","8"," 82,192,598 "," 82,197,012 ","M19"
"2205","ILMN_1779852","ENSG00000236972","FABP5P1","fatty acid binding protein 5 pseudogene 1 ","13"," 73,674,713 "," 73,675,123 ","M19"
"2206","ILMN_2102951","ENSG00000115042","FAHD2A","fumarylacetoacetate hydrolase domain containing 2A ","2"," 96,068,469 "," 96,082,364 ","M19"
"2207","ILMN_2151441","ENSG00000169612","FAM103A1","family with sequence similarity 103, member A1 ","15"," 83,654,959 "," 83,659,809 ","M19"
"2208","ILMN_1803647","ENSG00000114023","FAM162A","family with sequence similarity 162, member A ","3"," 122,103,023 "," 122,131,181 ","M19"
"2209","ILMN_1778876","ENSG00000198718","FAM179B","family with sequence similarity 179, member B ","14"," 45,431,411 "," 45,543,634 ","M19"
"2210","ILMN_1809400","ENSG00000153310","FAM49B","family with sequence similarity 49, member B ","8"," 130,851,839 "," 131,029,375 ","M19"
"2211","ILMN_2122374","ENSG00000153310","FAM49B","family with sequence similarity 49, member B ","8"," 130,851,839 "," 131,029,375 ","M19"
"2212","ILMN_1778734","ENSG00000198690","FAN1","FANCD2/FANCI-associated nuclease 1 ","15"," 31,196,055 "," 31,235,311 ","M19"
